About,Acerca de,
Apps,Apps,
Frappe Support,Soporte de Frappe,
Keyboard Shortcuts,Atajos de teclado,
Log out,Cerrar sesión,
My Profile,Mi Perfil,
My Settings,Mis ajustes,
Reload,Recargar,
Session Defaults,Valores predeterminados de sesión,
Toggle Full Width,Cambiar a ancho completo,
Toggle Theme,Cambiar tema,
View Website,Ver Sitio Web,
